domain,direction,sentence_type_fine,source_id,source_doc,source_text,ref,chatgpt,gemini,google_translate,microsoft_translate,notes,bleu__chatgpt,bleu__gemini,bleu__google_translate,bleu__microsoft_translate,chrf__chatgpt,chrf__gemini,chrf__google_translate,chrf__microsoft_translate,meteor__chatgpt,meteor__gemini,meteor__google_translate,meteor__microsoft_translate,len_ratio__chatgpt,len_ratio__gemini,len_ratio__google_translate,len_ratio__microsoft_translate,edit_dist__chatgpt,edit_dist__gemini,edit_dist__google_translate,edit_dist__microsoft_translate,exact_match__chatgpt,exact_match__gemini,exact_match__google_translate,exact_match__microsoft_translate,ter__chatgpt,ter__gemini,ter__google_translate,ter__microsoft_translate,bertscore_f1__chatgpt,bertscore_f1__gemini,bertscore_f1__google_translate,bertscore_f1__microsoft_translate,comet__chatgpt,comet__gemini,comet__google_translate,comet__microsoft_translate,bleurt__chatgpt,bleurt__gemini,bleurt__google_translate,bleurt__microsoft_translate,rouge1_p__chatgpt,rouge1_p__gemini,rouge1_p__google_translate,rouge1_p__microsoft_translate,rouge1_r__chatgpt,rouge1_r__gemini,rouge1_r__google_translate,rouge1_r__microsoft_translate,rouge1_f1__chatgpt,rouge1_f1__gemini,rouge1_f1__google_translate,rouge1_f1__microsoft_translate,rouge2_p__chatgpt,rouge2_p__gemini,rouge2_p__google_translate,rouge2_p__microsoft_translate,rouge2_r__chatgpt,rouge2_r__gemini,rouge2_r__google_translate,rouge2_r__microsoft_translate,rouge2_f1__chatgpt,rouge2_f1__gemini,rouge2_f1__google_translate,rouge2_f1__microsoft_translate,rougeL_p__chatgpt,rougeL_p__gemini,rougeL_p__google_translate,rougeL_p__microsoft_translate,rougeL_r__chatgpt,rougeL_r__gemini,rougeL_r__google_translate,rougeL_r__microsoft_translate,rougeL_f1__chatgpt,rougeL_f1__gemini,rougeL_f1__google_translate,rougeL_f1__microsoft_translate
bible,en->fj,statement,bible|genesis|018|033,bible_genesis_verse__en2fj.csv,"and the lord went his way, as soon as he had left communing with abraham: and abraham returned unto his place.",sa lako sara yani o jiova ena nona sala ni sa vosa oti vei eparaama “ka sa lesu tale o eparaama ki na nona tikina.,"rau na tu i atu na, ni oti mai na nona vosa kei abraham: ka a lesu o abraham ki na nona vanua.","Ka sa qai lako ko Jiova, ni sa oti na nona veivosaki kei Eparaama, ka sa qai lesu ko Eparaama ki na nona tikina.","a sa lako na turaga, ni sa oti na nona veivosaki kei Eparaama: a sa lesu tale ko Eparaama ki na nona tikina.","A sa lako ko Jiova, ni sa biubiu ga mai na nona veivosaki kei Eparaama: a sa lesu ko Eparaama ki na nona tikina.",,0.0507741672854204,0.2335264813613309,0.2376583725943508,0.2101858448745239,0.2816518894194392,0.5555578404883336,0.6098649083485063,0.569461239276758,0.3,0.5853884287148594,0.5741039426523298,0.5271084337349399,0.92,0.96,0.92,0.96,57.0,42.0,35.0,44.0,0.0,0.0,0.0,0.0,0.76,0.72,0.6,0.64,0.3261389434337616,0.376851886510849,0.5085446834564209,0.4282164573669433,0.6693649888038635,0.6851304173469543,0.7761508226394653,0.7101743817329407,0.3852417767047882,0.4519829154014587,0.4750118255615234,0.4309656620025635,0.43478260869565216,0.6666666666666666,0.6521739130434783,0.5833333333333334,0.4,0.64,0.6,0.56,0.41666666666666663,0.6530612244897959,0.6250000000000001,0.5714285714285714,0.09090909090909091,0.30434782608695654,0.36363636363636365,0.30434782608695654,0.08333333333333333,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.08695652173913043,0.2978723404255319,0.34782608695652173,0.2978723404255319,0.34782608695652173,0.625,0.6086956521739131,0.5416666666666666,0.32,0.6,0.56,0.52,0.3333333333333333,0.6122448979591836,0.5833333333333334,0.5306122448979592
bible,en->fj,statement,bible|genesis|047|010,bible_genesis_verse__en2fj.csv,"and jacob blessed pharaoh, and went out from before pharaoh.",sa vakalouvinakataki fero o jekope ka lako tani mai matana.,"kei a dalo o iakobo na parau, a sa rauti ena ivakabalebale ni parau.","Ka vakalougatataka ko Jekope vei Fero, ka curu tani mai na mata i Fero.","a sa vosavakalougatataki Fero ko Jekope, ka lako tani mai na mata i Fero.","A sa vakalougatataki Fero ko Jekope, a sa lako tani e matai Fero.",,0.0169861974906263,0.0379822922682767,0.2891784933232572,0.0413155159110629,0.1911953690745632,0.4763095306785425,0.6265617570950746,0.551276663041202,0.0961538461538461,0.3576923076923077,0.6465855572998429,0.3611650485436893,1.4,1.4,1.4,1.3,48.0,33.0,22.0,20.0,0.0,0.0,0.0,0.0,1.3,1.1,0.8,0.9,-0.0875938758254051,0.3531832993030548,0.4214605093002319,0.4529538452625274,0.4805772006511688,0.6260049939155579,0.6539255976676941,0.6375848650932312,0.362062394618988,0.5360141396522522,0.5966812372207642,0.5595699548721313,0.14285714285714285,0.35714285714285715,0.5,0.38461538461538464,0.2,0.5,0.7,0.5,0.16666666666666666,0.41666666666666663,0.5833333333333334,0.4347826086956522,0.0,0.07692307692307693,0.3076923076923077,0.08333333333333333,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.09090909090909093,0.3636363636363637,0.09523809523809525,0.07142857142857142,0.2857142857142857,0.5,0.38461538461538464,0.1,0.4,0.7,0.5,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.4347826086956522
bible,en->fj,statement,bible|genesis|032|019,bible_genesis_verse__en2fj.csv,"and so commanded he the second, and the third, and all that followed the droves, saying, on this manner shall ye speak unto esau, when ye find him.","sa vakarota talega nai karua ni lawalawa kei nai katolu ka vaka: ""me vaka talega oqori na veika mo ni tukuna vei iso ni kemuni sa kunei koya;","ka e vakaotia na i vakavuvuli ni katoro, ka na ikeli, ka na veika me rawata na droves, ni tukuna, ena nomu i ke naka e vakabauti Jiova na vatu ni esau, ni o veivakabauti veiba, ni o qarauna na esau.","Ka qai vakarota ko koya ki na kena ikarua, kei na ikatolu, kei ira kece era muri tiko mai na qele, ka kaya, Ena sala oqo dou na vosa kina vei Iso, ni dou sa kunea.","a sa vakarota vakakina vua nai karua, kei nai katolu, kei ira kecega era sa muria na qele ni sipi, ka kaya, Mo ni vosa vakaoqo vei esau, ni dou sa kunei koya.","A sa vakaroti ira na ikarua, kei na ikatolu, kei ira kece era sa muri ira na qele ni manumanu, ka kaya, Mo ni vosa vakaoqo vei Iso, ni ko ni sa kunei koya.",,0.016017951809519,0.0335913359034314,0.0701628986139262,0.0584601204465799,0.3300950748258816,0.4048921170954243,0.450219966781595,0.4536675955347464,0.136518771331058,0.2389831961591221,0.4915923025556972,0.3510986055364753,1.4642857142857142,1.2857142857142858,1.1785714285714286,1.2142857142857142,127.0,92.0,78.0,79.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.1071428571428572,0.8214285714285714,0.9285714285714286,0.0304103847593069,0.0881015881896019,0.2740099728107452,0.0877018049359321,0.5748172998428345,0.6144550442695618,0.7168611884117126,0.6288567185401917,0.3991934657096863,0.3407984375953674,0.4349613189697265,0.3965197801589966,0.1951219512195122,0.25,0.5151515151515151,0.38235294117647056,0.2857142857142857,0.32142857142857145,0.6071428571428571,0.4642857142857143,0.2318840579710145,0.28125000000000006,0.5573770491803278,0.41935483870967744,0.05,0.05714285714285714,0.21875,0.15151515151515152,0.07407407407407407,0.07407407407407407,0.25925925925925924,0.18518518518518517,0.05970149253731344,0.06451612903225806,0.23728813559322032,0.16666666666666666,0.17073170731707318,0.2222222222222222,0.45454545454545453,0.3235294117647059,0.25,0.2857142857142857,0.5357142857142857,0.39285714285714285,0.20289855072463767,0.25,0.49180327868852464,0.3548387096774193
bible,en->fj,statement,bible|genesis|035|026,bible_genesis_verse__en2fj.csv,"and the sons of zilpah, leah's handmaid; gad, and asher: these are the sons of jacob, which were born to him in padanaram.","na luvei sipa tagane, (na dauveiqaravi) nei lia; o kata kei aseri. oqo, o ira na luvei jekope tagane era sa vakasucumi vua e padani-erami.","na, na okada ni zilpah, na yaca ni lea; gad, kei asher: oqo na luvena i jakobu, era sa biau vei ira e padanaram.","Kei na luvedrau tagane i Silipa, na vada i Lia; o Kata, kei Asera: o ira oqo na luvena tagane i Jekope, era sucu vua mai Patana-Arama.","kei iratou na luve i Silipa, na vada i Lia; kata, kei Aseri: oqo na luve i Jekope tagane, erau a sucu vua mai Padanarami.","kei iratou na luvei Silapa, na vada i Lia; O Kati, kei Asa: Sai ira oqo na luvei Jekope, ka ra a sucu vua mai Padanarama.",,0.0233786678401499,0.1299191650657994,0.1304803840244769,0.0604779693756104,0.2749449588168755,0.4613657438465399,0.471401854311356,0.4072543690579882,0.2345183201943577,0.4778659611992946,0.3833057851239669,0.3772410358565737,0.96,1.08,1.0,1.04,73.0,69.0,60.0,68.0,0.0,0.0,0.0,0.0,0.8,0.8,0.88,0.76,0.2347040623426437,0.317603588104248,0.0591844357550144,0.2696062624454498,0.6594238877296448,0.7392394542694092,0.578601062297821,0.7509362101554871,0.41363525390625,0.4202146530151367,0.4065922498703003,0.3784380555152893,0.375,0.5357142857142857,0.44,0.46153846153846156,0.34615384615384615,0.5769230769230769,0.4230769230769231,0.46153846153846156,0.35999999999999993,0.5555555555555555,0.4313725490196078,0.46153846153846156,0.043478260869565216,0.14814814814814814,0.16666666666666666,0.16,0.04,0.16,0.16,0.16,0.041666666666666664,0.15384615384615383,0.16326530612244897,0.16,0.3333333333333333,0.4642857142857143,0.44,0.4230769230769231,0.3076923076923077,0.5,0.4230769230769231,0.4230769230769231,0.32,0.4814814814814815,0.4313725490196078,0.4230769230769231
bible,en->fj,statement,bible|genesis|027|037,bible_genesis_verse__en2fj.csv,"and isaac answered and said unto esau, behold, i have made him thy lord, and all his brethren have i given to him for servants; and with corn and wine have i sustained him: and what shall i do now unto thee, my son?","sa sauma mai o aisake ka tukuna vei iso, ""raica, au sa cakava me nomu turaga o koya, o ira kece na tacina, me ra nona i talai, na sila kei na waini me maroroi koya “na cava tale me'u cakava vei iko na luvequ? ""","oi, e na vosa, e tukuna mai vei Esau, raica, au sa vakavuna koya me nona turaga, ka sa ikoya na nona itukuni kece; ka au sa vakaitavi vei koya na koli kei na wainimakau: ka na cava au na cakava oqo vei iko, na luvequ?","A sa vosa ko Aisake vei Iso ka kaya, Raica, au sa lesia koya me nomu turaga, ka'u sa solia na wekana kecega vua me nona tamata; ka'u sa vakani koya ena sila kei na waini: ia na luvequ, a cava beka me'u cakava vei kemuni e na gauna oqo?","a sauma o Aisake ka kaya vei Esau, raica, au sa lesi koya me nomu turaga, ka'u sa soli ira kecega na tacina me ra tamata; ka'u sa vakabulai koya e na sila kei na waini: ia a cava me'u kitaka vei iko edaidai, na luvequ?","A sa vosa ko Aisake ka kaya vei Iso, Raica, au sa lesi koya me nomu turaga, kau sa lesi ira kece na wekana me nodra dauveiqaravi; ka'u sa qaravi koya ena sila kei na waini: ia a cava me'u kitaka vei iko na luvequ?",,0.1112538229240693,0.1280281053356989,0.2291569690930585,0.2526932533948486,0.441752223750832,0.4956056313862858,0.535979097827158,0.5194928929244395,0.3654456762749446,0.4900134159393419,0.49490022172949,0.5251181222374638,1.022222222222222,1.1111111111111112,1.022222222222222,1.0,107.0,116.0,94.0,92.0,0.0,0.0,0.0,0.0,0.7608695652173914,0.782608695652174,0.5869565217391305,0.5869565217391305,0.3561972379684448,0.3468744456768036,0.4372740983963012,0.4013136029243469,0.6970133185386658,0.7385842800140381,0.7267343401908875,0.7196577191352844,0.3667484521865845,0.3577290177345276,0.4486197233200073,0.3784944415092468,0.5434782608695652,0.5283018867924528,0.6326530612244898,0.5957446808510638,0.5434782608695652,0.6086956521739131,0.6739130434782609,0.6086956521739131,0.5434782608695652,0.5656565656565657,0.6526315789473685,0.6021505376344086,0.17777777777777778,0.23076923076923078,0.3333333333333333,0.34782608695652173,0.17777777777777778,0.26666666666666666,0.35555555555555557,0.35555555555555557,0.17777777777777778,0.24742268041237114,0.34408602150537637,0.3516483516483516,0.41304347826086957,0.4528301886792453,0.5714285714285714,0.5531914893617021,0.41304347826086957,0.5217391304347826,0.6086956521739131,0.5652173913043478,0.41304347826086957,0.4848484848484848,0.5894736842105263,0.5591397849462365
bible,en->fj,statement,bible|genesis|014|007,bible_genesis_verse__en2fj.csv,"and they returned, and came to enmishpat, which is kadesh, and smote all the country of the amalekites, and also the amorites, that dwelt in hazezontamar.","era sa vuki lesu tale ka lako mai ki misifata (o ya o kadesi) ka valuti ira kece na amalekaiti kei ira na amoraiti, o ira sa vakaitikotiko e asesoni tamari.","ka ratou lesu tale, ka ratou mai ki enmishpat, e toloti e kadesi, ka ratou vala na veimisini kece mai na amaleaiti, ka kei na amori, era nonoi e hazezontamar.","ka ra lesu mai, ka ra yaco ki Enmishpat, o ya ko Kadesa, ka ra labata na vanua taucoko ni kai Amalek, ka vaka talega kina na kai Amoraiti, era tiko mai Hasesoni-tama.","a ra sa lesu tale, ka yaco ki Enimisipati, ko ya ko Ketesa, a ra sa samuta na nodra vanua taucoko na Amalekaiti, kei ira talega na Amoraiti, era sa tiko mai Esesoni Tamari.","Era sa lesu tale ka yaco ki Enmisipati, ko Kadesi ka yavita na nodra vanua taucoko na Amelekaiti, kei ira talega na Amoraiti, ka ra vakaitikotiko mai Esesonima.",,0.0512878024597069,0.0182941170974726,0.1318131343349555,0.0587719753388232,0.3536272351235602,0.3653840597406574,0.4701515030135949,0.5011725512342459,0.2552612933494187,0.1762820512820513,0.4033546325878594,0.3295693087224032,0.967741935483871,1.064516129032258,1.096774193548387,0.9032258064516128,79.0,88.0,73.0,66.0,0.0,0.0,0.0,0.0,0.7419354838709676,0.9032258064516128,0.8064516129032258,0.6451612903225806,0.262142539024353,0.1728848367929458,0.3019699156284332,0.3764351308345794,0.6442339420318604,0.6162827014923096,0.6266282200813293,0.6500974297523499,0.3712688684463501,0.3880026936531067,0.3846497237682342,0.4069632887840271,0.43333333333333335,0.3235294117647059,0.47058823529411764,0.5357142857142857,0.41935483870967744,0.3548387096774194,0.5161290322580645,0.4838709677419355,0.4262295081967213,0.3384615384615384,0.4923076923076923,0.5084745762711865,0.13793103448275862,0.030303030303030304,0.21212121212121213,0.2222222222222222,0.13333333333333333,0.03333333333333333,0.23333333333333334,0.2,0.13559322033898305,0.03174603174603175,0.22222222222222224,0.2105263157894737,0.4,0.2647058823529412,0.4117647058823529,0.5,0.3870967741935484,0.2903225806451613,0.45161290322580644,0.45161290322580644,0.39344262295081966,0.27692307692307694,0.4307692307692308,0.47457627118644063
bible,en->fj,statement,bible|genesis|041|025,bible_genesis_verse__en2fj.csv,"and joseph said unto pharaoh, the dream of pharaoh is one: god hath shewed pharaoh what he is about to do.","sa tukuna o joseva vei fero, ""sa dua ga na tadra nei fero, na kalou sa vakaraitaka vei fero na veika sa vakarau me cakava:","e muri a vao na josefa vei pararoa, na sotia o pararoa e dua: sa vakaraitaka o Jiova vei pararoa na ka ena cakava.","Kei na kaya ko Josefa vei Fero, sa dua ga na tadra nei Fero: sa vakaraitaka na Kalou vei Fero na ka sa vakarau ni cakava.","a sa kaya vei Fero ko Josefa, Sa duabau ga na tadra nei Fero: sa vakatakila vei Fero na kalou na ka sa vakarau cakava ko koya.","A sa kaya vei Fero ko Josefa, Sa dua ga na tadra i Fero: Sa vakatakila vei Fero na Kalou na ka sa vakarau cakava.",,0.0240026467310339,0.4263550771707511,0.2556795749489218,0.2774870273560582,0.3446601024787399,0.6561851803170852,0.5701111877432282,0.5638555975929957,0.2008032128514056,0.7450530288817031,0.6530472271213013,0.6582716049382716,0.96,1.04,1.08,1.0,66.0,34.0,61.0,52.0,0.0,0.0,0.0,0.0,0.84,0.44,0.6,0.56,0.1827695220708847,0.4161666929721832,0.3162417113780975,0.2783004939556122,0.6979424953460693,0.7483362555503845,0.7159410119056702,0.7088945508003235,0.3960916697978973,0.4541898965835571,0.4605465531349182,0.4628386497497558,0.4166666666666667,0.7307692307692307,0.6666666666666666,0.72,0.4,0.76,0.72,0.72,0.4081632653061225,0.7450980392156863,0.6923076923076923,0.72,0.043478260869565216,0.52,0.38461538461538464,0.4166666666666667,0.041666666666666664,0.5416666666666666,0.4166666666666667,0.4166666666666667,0.0425531914893617,0.5306122448979592,0.4,0.4166666666666667,0.2916666666666667,0.6538461538461539,0.5925925925925926,0.64,0.28,0.68,0.64,0.64,0.2857142857142857,0.6666666666666666,0.6153846153846153,0.64
bible,en->fj,statement,bible|genesis|004|005,bible_genesis_verse__en2fj.csv,"but unto cain and to his offering he had not respect. and cain was very wroth, and his countenance fell.",sa sega ni taleitaki keni kei na nona i soro. sa cudru sara vakalevu o keni ka sa duatani mai na kena i rairai.,"e sa loma o keina e sega ni loloma. a tu kina o keina e toso vakalevu, a segai tale ga na nona i vakai.","Ia vei Keini kei na nona madrali e sega ni ciqoma. Ka sa cudru vakalevu sara ko Keini, ka sa lutu na matana.","ia sa sega ni taleitaka o Keni kei na nona i madrali. a sa cudru vakalevu ko Keni, ka sa luluvu na matana.","ia sa sega ni doka ko Keni kei na nona vakacacabo. A sa cudru vakalevu ko Keni, ka sa rarawa na kena irairai.",,0.0530245960435123,0.0697919755908906,0.2820315375668141,0.214964190375145,0.3299787278675601,0.4219662179845826,0.5314819133794764,0.5396728837893033,0.2207598547717842,0.4522605764760576,0.6276150627615061,0.6075313807531381,1.0416666666666667,0.9583333333333334,0.9583333333333334,0.9583333333333334,67.0,69.0,41.0,38.0,0.0,0.0,0.0,0.0,0.875,0.6666666666666665,0.5416666666666666,0.5,0.2485198974609375,0.3938898742198944,0.4373795986175537,0.3996279537677765,0.7392891049385071,0.7395085692405701,0.6919780969619751,0.7446014285087585,0.4204809069633484,0.4416883587837219,0.5011959075927734,0.4888348579406738,0.32,0.5217391304347826,0.6956521739130435,0.6521739130434783,0.3333333333333333,0.5,0.6666666666666666,0.625,0.32653061224489793,0.5106382978723404,0.6808510638297872,0.6382978723404256,0.125,0.22727272727272727,0.45454545454545453,0.4090909090909091,0.13043478260869565,0.21739130434782608,0.43478260869565216,0.391304347826087,0.1276595744680851,0.22222222222222224,0.4444444444444445,0.4,0.24,0.391304347826087,0.6521739130434783,0.6521739130434783,0.25,0.375,0.625,0.625,0.24489795918367346,0.3829787234042554,0.6382978723404256,0.6382978723404256
bible,en->fj,statement,bible|genesis|026|025,bible_genesis_verse__en2fj.csv,"and he builded an altar there, and called upon the name of the lord, and pitched his tent there: and there isaac's servants digged a well.",sa tara mai kea e dua nai cabocabo ni soro ka kaciva mai kea na yaca i jiova. sa tara talega e kea na nona valelaca; era sa kelia mai kea e dua na mata ni wai na dauveiqaravi nei aisake.,"e na koya e dua na altar e ra, e qoqo na yaca i Jiova, e tiko e ra: e ra na tamata i Iisake era vakarauti e dua na wai.","ka a viria maikea e dua nai cabocabo ni soro, ka a kaciva na yaca i Jiova, ka a viria na nona vale laca maikea: ka maikea na nona tamata i Aisake era a kelia e dua na tobu.","a sa cakava maikea e dua nai cabocabo-ni-soro, ka masuta na yaca ni turaga, ka birika kina na nona vale laca: a ra sa kelia maikea e dua nai keli-wai ko ira na tamata i Aisake.","A sa tara kina e dua na icabocabo ni soro, ka masuta na yaca i Jiova, ka birika kina na nona vale laca: era sa kelia mai kea na tobu ko ira na tamata i Aisake.",,0.0978915931578465,0.2539542668072638,0.045106643816283,0.2313290181207155,0.2714733182229185,0.6052679705880752,0.558009767295687,0.5565532376492476,0.2098852040816326,0.3781790493975369,0.2755777692340552,0.4570140813527057,0.7560975609756098,0.951219512195122,0.8780487804878049,0.8780487804878049,109.0,79.0,68.0,63.0,0.0,0.0,0.0,0.0,0.7804878048780488,0.7073170731707318,0.6829268292682927,0.5853658536585366,0.1619491428136825,0.3796524107456207,0.3527685403823852,0.3921787440776825,0.6006824374198914,0.7487899661064148,0.7211776375770569,0.7210783362388611,0.3360797166824341,0.4049386382102966,0.4172780513763428,0.4360676407814026,0.45161290322580644,0.5384615384615384,0.5384615384615384,0.5833333333333334,0.34146341463414637,0.5121951219512195,0.5121951219512195,0.5121951219512195,0.3888888888888889,0.525,0.525,0.5454545454545454,0.2,0.3157894736842105,0.2631578947368421,0.4,0.15,0.3,0.25,0.35,0.17142857142857143,0.3076923076923077,0.25641025641025644,0.3733333333333333,0.41935483870967744,0.48717948717948717,0.48717948717948717,0.5833333333333334,0.3170731707317073,0.4634146341463415,0.4634146341463415,0.5121951219512195,0.3611111111111111,0.47500000000000003,0.47500000000000003,0.5454545454545454
bible,en->fj,statement,bible|genesis|018|011,bible_genesis_verse__en2fj.csv,now abraham and sarah were old and well stricken in age; and it ceased to be with sarah after the manner of women.,o eparaama kei sera e rau sa qase sara ka sa levu na nodrau veiyabaki; sa sivia talega o sera na veiyabaki ni vakasucu gone.,ia sa abraham ka sarah e dua na nodra yabaki gaga ka mudu; ka sa sega ni yaco vei sarah e na ivakarau ni vakatagana.,"Oqo erau sa qase sara ko Eparama kei Sera, ka sa mudu vei Sera na nodra ivakarau na yalewa.",oqo erau sa qase sara ko Eparaama kei Sera ka sa levu sara na nodrau yabaki; a sa mudu vei Sera me vaka nai valavala ni yalewa.,Ia ko Eparaama kei Sera erau sa qase sara ka rau sa qase sara; A sa sega tale ni tiko vei Sera me vaka na kena ivalavala vakamarama.,,0.0219128602088678,0.0624378762593756,0.0914039032561523,0.1887719053646223,0.3099994543979318,0.4347662284168004,0.554491180843041,0.47051361722172,0.14,0.3049180327868852,0.4817581794622612,0.3968940758238417,1.0,0.76,1.08,1.12,75.0,74.0,67.0,64.0,0.0,0.0,0.0,0.0,0.88,0.76,0.68,0.72,0.1239141300320625,-0.0281636621803045,0.1344075947999954,0.0566693060100078,0.6851660013198853,0.531911313533783,0.680969774723053,0.6043623685836792,0.4192085266113281,0.3431527018547058,0.4395531415939331,0.4232770204544067,0.28,0.5263157894736842,0.5185185185185185,0.4642857142857143,0.28,0.4,0.56,0.52,0.28,0.45454545454545453,0.5384615384615384,0.49056603773584906,0.041666666666666664,0.2777777777777778,0.2692307692307692,0.2222222222222222,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.25,0.041666666666666664,0.2380952380952381,0.27999999999999997,0.23529411764705882,0.24,0.3684210526315789,0.4074074074074074,0.39285714285714285,0.24,0.28,0.44,0.44,0.24,0.3181818181818182,0.4230769230769231,0.4150943396226415
